canonical_rule_id,rule_id,dataset_version,model_family,model,step1_mode,source_run_dir,acc,ci_lo,ci_hi,n_contexts,n_items,parse_fail_rate,is_changed_rule,expected_rebuild_outcome,observed_delta_vs_original,observed_outcome_label
last_word_ends_with_vowel,last_word_ends_with_vowel_deconfounded,deconfounded,openai,gpt-4.1,full,results/deconfound-sweep/step1-full-gpt-4.1-20260614T164416Z,0.48333333333333334,0.4138888888888889,0.5527777777777778,3,360,0.0,True,HOLD or moderate DROP; intrinsic final-letter signal remains legitimate.,-0.21666666666666673,DROP
last_word_ends_with_vowel,last_word_ends_with_vowel_deconfounded,deconfounded,openai,gpt-4.1,rule_given,results/deconfound-sweep/step1-rule_given-gpt-4.1-20260614T165820Z,0.725,,,1,120,0.0,True,HOLD or moderate DROP; intrinsic final-letter signal remains legitimate.,-0.09166666666666667,MODERATE_DROP
last_word_ends_with_vowel,last_word_ends_with_vowel,original,openai,gpt-4.1,full,results/step1-full-gpt-4.1-20260611T000748Z,0.7000000000000001,0.6444444444444445,0.7527777777777778,3,360,0.0,True,HOLD or moderate DROP; intrinsic final-letter signal remains legitimate.,,
last_word_ends_with_vowel,last_word_ends_with_vowel,original,openai,gpt-4.1,rule_given,results/step1-rule_given-gpt-4.1-20260611T002539Z,0.8166666666666667,,,1,120,0.0,True,HOLD or moderate DROP; intrinsic final-letter signal remains legitimate.,,
last_word_ends_with_vowel,last_word_ends_with_vowel_deconfounded,deconfounded,openai,gpt-4.1-mini,confirmation,results/deconfound-sweep/step1-confirmation-gpt-4.1-mini-20260614T165115Z,0.5466666666666667,0.48333333333333334,0.6133333333333333,3,300,0.0,True,HOLD or moderate DROP; intrinsic final-letter signal remains legitimate.,,
last_word_ends_with_vowel,last_word_ends_with_vowel_deconfounded,deconfounded,openai,gpt-4.1-mini,full,results/deconfound-sweep/step1-full-gpt-4.1-mini-20260614T164416Z,0.5111111111111112,0.45555555555555555,0.5666666666666668,3,360,0.0,True,HOLD or moderate DROP; intrinsic final-letter signal remains legitimate.,-0.13611111111111107,MODERATE_DROP
last_word_ends_with_vowel,last_word_ends_with_vowel_deconfounded,deconfounded,openai,gpt-4.1-mini,rule_given,results/deconfound-sweep/step1-rule_given-gpt-4.1-mini-20260614T165819Z,0.6583333333333333,,,1,120,0.0,True,HOLD or moderate DROP; intrinsic final-letter signal remains legitimate.,0.0,HOLD
last_word_ends_with_vowel,last_word_ends_with_vowel,original,openai,gpt-4.1-mini,full,results/step1-full-gpt-4.1-mini-20260611T001640Z,0.6472222222222223,0.5972222222222222,0.6944444444444445,3,360,0.0,True,HOLD or moderate DROP; intrinsic final-letter signal remains legitimate.,,
last_word_ends_with_vowel,last_word_ends_with_vowel,original,openai,gpt-4.1-mini,rule_given,results/step1-rule_given-gpt-4.1-mini-20260611T002808Z,0.6583333333333333,,,1,120,0.0,True,HOLD or moderate DROP; intrinsic final-letter signal remains legitimate.,,
mentions_animal,mentions_animal_deconfounded,deconfounded,open_weights,Qwen2.5-7B-Instruct,full,results/deconfound-sweep/qwen-step1-20260614T171204Z,0.6888888888888888,0.639283766838361,0.7345054116703548,3,360,0.0,True,DROP/moderate for memorization; possible HOLD if animal category generalizes.,-0.03055555555555567,HOLD
mentions_animal,mentions_animal,original,open_weights,Qwen2.5-7B-Instruct,full,results,0.7194444444444444,0.6709057901868718,0.7633492848453127,3,360,0.0,True,DROP/moderate for memorization; possible HOLD if animal category generalizes.,,
mentions_animal,mentions_animal_deconfounded,deconfounded,anthropic,claude-opus-4-8,full,results/cross_family/claude-deconfounded-step1-20260614T171204Z.jsonl,1.0,0.9894419431113063,0.9999999999999999,3,360,0.0,True,DROP/moderate for memorization; possible HOLD if animal category generalizes.,,
mentions_animal,mentions_animal_deconfounded,deconfounded,deepseek,deepseek-v4-flash,confirmation,results/deconfound-sweep/step1-confirmation-deepseek-v4-flash-20260614T165115Z,0.88,0.8366666666666666,0.92,3,300,0.0,True,DROP/moderate for memorization; possible HOLD if animal category generalizes.,,
mentions_animal,mentions_animal_deconfounded,deconfounded,deepseek,deepseek-v4-flash,full,results/deconfound-sweep/step1-full-deepseek-v4-flash-20260614T164416Z,0.9138888888888889,0.8805555555555555,0.9444444444444445,3,360,0.0,True,DROP/moderate for memorization; possible HOLD if animal category generalizes.,,
mentions_animal,mentions_animal_deconfounded,deconfounded,deepseek,deepseek-v4-flash,rule_given,results/deconfound-sweep/step1-rule_given-deepseek-v4-flash-20260614T165820Z,0.9666666666666667,,,1,120,0.0,True,DROP/moderate for memorization; possible HOLD if animal category generalizes.,,
mentions_animal,mentions_animal_deconfounded,deconfounded,openai,gpt-4.1,confirmation,results/deconfound-sweep/step1-confirmation-gpt-4.1-20260614T165115Z,0.98,0.96,0.9966666666666667,3,300,0.0,True,DROP/moderate for memorization; possible HOLD if animal category generalizes.,-0.013333333333333308,HOLD
mentions_animal,mentions_animal_deconfounded,deconfounded,openai,gpt-4.1,full,results/deconfound-sweep/step1-full-gpt-4.1-20260614T164416Z,0.9777777777777779,0.9583333333333334,0.9916666666666667,3,360,0.0,True,DROP/moderate for memorization; possible HOLD if animal category generalizes.,-0.008333333333333304,HOLD
mentions_animal,mentions_animal_deconfounded,deconfounded,openai,gpt-4.1,rule_given,results/deconfound-sweep/step1-rule_given-gpt-4.1-20260614T165820Z,1.0,,,1,120,0.0,True,DROP/moderate for memorization; possible HOLD if animal category generalizes.,0.0,HOLD
mentions_animal,mentions_animal,original,openai,gpt-4.1,confirmation,results/step1-confirmation-gpt-4.1-20260611T003204Z,0.9933333333333333,0.9833333333333334,1.0,3,300,0.0,True,DROP/moderate for memorization; possible HOLD if animal category generalizes.,,
mentions_animal,mentions_animal,original,openai,gpt-4.1,full,results/step1-full-gpt-4.1-20260611T000748Z,0.9861111111111112,0.9722222222222222,0.9972222222222222,3,360,0.0,True,DROP/moderate for memorization; possible HOLD if animal category generalizes.,,
mentions_animal,mentions_animal,original,openai,gpt-4.1,pilot,results/step1-pilot-gpt-4.1-20260611T000121Z,0.975,,,1,40,0.0,True,DROP/moderate for memorization; possible HOLD if animal category generalizes.,,
mentions_animal,mentions_animal,original,openai,gpt-4.1,rule_given,results/step1-rule_given-gpt-4.1-20260611T002539Z,1.0,,,1,120,0.0,True,DROP/moderate for memorization; possible HOLD if animal category generalizes.,,
mentions_animal,mentions_animal_deconfounded,deconfounded,openai,gpt-4.1-mini,confirmation,results/deconfound-sweep/step1-confirmation-gpt-4.1-mini-20260614T165115Z,0.9566666666666667,0.93,0.98,3,300,0.0,True,DROP/moderate for memorization; possible HOLD if animal category generalizes.,-0.030000000000000027,HOLD
mentions_animal,mentions_animal_deconfounded,deconfounded,openai,gpt-4.1-mini,full,results/deconfound-sweep/step1-full-gpt-4.1-mini-20260614T164416Z,0.9638888888888889,0.9388888888888888,0.9861111111111112,3,360,0.0,True,DROP/moderate for memorization; possible HOLD if animal category generalizes.,-0.008333333333333304,HOLD
mentions_animal,mentions_animal_deconfounded,deconfounded,openai,gpt-4.1-mini,rule_given,results/deconfound-sweep/step1-rule_given-gpt-4.1-mini-20260614T165819Z,1.0,,,1,120,0.0,True,DROP/moderate for memorization; possible HOLD if animal category generalizes.,0.0,HOLD
mentions_animal,mentions_animal,original,openai,gpt-4.1-mini,confirmation,results/step1-confirmation-gpt-4.1-mini-20260611T003508Z,0.9866666666666667,0.9733333333333333,0.9966666666666667,3,300,0.0,True,DROP/moderate for memorization; possible HOLD if animal category generalizes.,,
mentions_animal,mentions_animal,original,openai,gpt-4.1-mini,full,results/step1-full-gpt-4.1-mini-20260611T001640Z,0.9722222222222222,0.9555555555555556,0.9888888888888889,3,360,0.0,True,DROP/moderate for memorization; possible HOLD if animal category generalizes.,,
mentions_animal,mentions_animal,original,openai,gpt-4.1-mini,pilot,results/step1-pilot-gpt-4.1-mini-20260611T000601Z,1.0,,,1,40,0.0,True,DROP/moderate for memorization; possible HOLD if animal category generalizes.,,
mentions_animal,mentions_animal,original,openai,gpt-4.1-mini,rule_given,results/step1-rule_given-gpt-4.1-mini-20260611T002808Z,1.0,,,1,120,0.0,True,DROP/moderate for memorization; possible HOLD if animal category generalizes.,,
mentions_color,mentions_color_deconfounded,deconfounded,open_weights,Qwen2.5-7B-Instruct,full,results/deconfound-sweep/qwen-step1-20260614T171204Z,0.7111111111111111,0.6622567455385565,0.7555076304417728,3,360,0.0,True,DROP/moderate if memorization was load-bearing; HOLD if semantic category abstracts.,,
mentions_color,mentions_color_deconfounded,deconfounded,anthropic,claude-opus-4-8,full,results/cross_family/claude-deconfounded-step1-20260614T171204Z.jsonl,0.9083333333333333,0.8740606285153463,0.933983625025554,3,360,0.0,True,DROP/moderate if memorization was load-bearing; HOLD if semantic category abstracts.,,
mentions_color,mentions_color_deconfounded,deconfounded,deepseek,deepseek-v4-flash,confirmation,results/deconfound-sweep/step1-confirmation-deepseek-v4-flash-20260614T165115Z,0.9166666666666666,0.8833333333333333,0.9466666666666668,3,300,0.0,True,DROP/moderate if memorization was load-bearing; HOLD if semantic category abstracts.,,
mentions_color,mentions_color_deconfounded,deconfounded,deepseek,deepseek-v4-flash,full,results/deconfound-sweep/step1-full-deepseek-v4-flash-20260614T164416Z,0.9138888888888889,0.883263888888889,0.9416666666666668,3,360,0.0,True,DROP/moderate if memorization was load-bearing; HOLD if semantic category abstracts.,,
mentions_color,mentions_color_deconfounded,deconfounded,deepseek,deepseek-v4-flash,rule_given,results/deconfound-sweep/step1-rule_given-deepseek-v4-flash-20260614T165820Z,1.0,,,1,120,0.0,True,DROP/moderate if memorization was load-bearing; HOLD if semantic category abstracts.,,
mentions_color,mentions_color_deconfounded,deconfounded,openai,gpt-4.1,confirmation,results/deconfound-sweep/step1-confirmation-gpt-4.1-20260614T165115Z,0.7633333333333333,0.7133333333333333,0.8133333333333334,3,300,0.0,True,DROP/moderate if memorization was load-bearing; HOLD if semantic category abstracts.,0.0033333333333331883,HOLD
mentions_color,mentions_color_deconfounded,deconfounded,openai,gpt-4.1,full,results/deconfound-sweep/step1-full-gpt-4.1-20260614T164416Z,0.7805555555555556,0.7305555555555556,0.8277777777777778,3,360,0.0,True,DROP/moderate if memorization was load-bearing; HOLD if semantic category abstracts.,0.10000000000000009,GAIN
mentions_color,mentions_color_deconfounded,deconfounded,openai,gpt-4.1,rule_given,results/deconfound-sweep/step1-rule_given-gpt-4.1-20260614T165820Z,1.0,,,1,120,0.0,True,DROP/moderate if memorization was load-bearing; HOLD if semantic category abstracts.,0.0,HOLD
mentions_color,mentions_color,original,openai,gpt-4.1,confirmation,results/step1-confirmation-gpt-4.1-20260611T003204Z,0.7600000000000001,0.6933333333333334,0.8233333333333333,3,300,0.0,True,DROP/moderate if memorization was load-bearing; HOLD if semantic category abstracts.,,
mentions_color,mentions_color,original,openai,gpt-4.1,full,results/step1-full-gpt-4.1-20260611T000748Z,0.6805555555555555,0.6166666666666666,0.7444444444444445,3,360,0.0,True,DROP/moderate if memorization was load-bearing; HOLD if semantic category abstracts.,,
mentions_color,mentions_color,original,openai,gpt-4.1,rule_given,results/step1-rule_given-gpt-4.1-20260611T002539Z,1.0,,,1,120,0.0,True,DROP/moderate if memorization was load-bearing; HOLD if semantic category abstracts.,,
mentions_color,mentions_color_deconfounded,deconfounded,openai,gpt-4.1-mini,confirmation,results/deconfound-sweep/step1-confirmation-gpt-4.1-mini-20260614T165115Z,0.8733333333333334,0.8333333333333334,0.91,3,300,0.0,True,DROP/moderate if memorization was load-bearing; HOLD if semantic category abstracts.,-0.036666666666666625,HOLD
mentions_color,mentions_color_deconfounded,deconfounded,openai,gpt-4.1-mini,full,results/deconfound-sweep/step1-full-gpt-4.1-mini-20260614T164416Z,0.7999999999999999,0.75,0.8472222222222222,3,360,0.0,True,DROP/moderate if memorization was load-bearing; HOLD if semantic category abstracts.,-0.13888888888888884,MODERATE_DROP
mentions_color,mentions_color_deconfounded,deconfounded,openai,gpt-4.1-mini,rule_given,results/deconfound-sweep/step1-rule_given-gpt-4.1-mini-20260614T165819Z,1.0,,,1,120,0.0,True,DROP/moderate if memorization was load-bearing; HOLD if semantic category abstracts.,0.0,HOLD
mentions_color,mentions_color,original,openai,gpt-4.1-mini,confirmation,results/step1-confirmation-gpt-4.1-mini-20260611T003508Z,0.91,0.8733333333333334,0.9433333333333334,3,300,0.0,True,DROP/moderate if memorization was load-bearing; HOLD if semantic category abstracts.,,
mentions_color,mentions_color,original,openai,gpt-4.1-mini,full,results/step1-full-gpt-4.1-mini-20260611T001640Z,0.9388888888888888,0.9111111111111111,0.9638888888888889,3,360,0.0,True,DROP/moderate if memorization was load-bearing; HOLD if semantic category abstracts.,,
mentions_color,mentions_color,original,openai,gpt-4.1-mini,rule_given,results/step1-rule_given-gpt-4.1-mini-20260611T002808Z,1.0,,,1,120,0.0,True,DROP/moderate if memorization was load-bearing; HOLD if semantic category abstracts.,,
passive_voice,passive_voice_deconfounded,deconfounded,open_weights,Qwen2.5-7B-Instruct,full,results/deconfound-sweep/qwen-step1-20260614T171204Z,0.5277777777777778,0.47618680270034686,0.5787821941391702,3,360,0.0,True,HOLD/DISCLOSE if passive morphology is learned; otherwise DROP.,,
passive_voice,passive_voice_deconfounded,deconfounded,anthropic,claude-opus-4-8,full,results/cross_family/claude-deconfounded-step1-20260614T171204Z.jsonl,1.0,0.9894419431113063,0.9999999999999999,3,360,0.0,True,HOLD/DISCLOSE if passive morphology is learned; otherwise DROP.,,
passive_voice,passive_voice_deconfounded,deconfounded,deepseek,deepseek-v4-flash,confirmation,results/deconfound-sweep/step1-confirmation-deepseek-v4-flash-20260614T165115Z,0.88,0.84,0.9166666666666666,3,300,0.0,True,HOLD/DISCLOSE if passive morphology is learned; otherwise DROP.,,
passive_voice,passive_voice_deconfounded,deconfounded,deepseek,deepseek-v4-flash,full,results/deconfound-sweep/step1-full-deepseek-v4-flash-20260614T164416Z,0.8805555555555555,0.8471527777777779,0.9138888888888889,3,360,0.0,True,HOLD/DISCLOSE if passive morphology is learned; otherwise DROP.,,
passive_voice,passive_voice_deconfounded,deconfounded,deepseek,deepseek-v4-flash,rule_given,results/deconfound-sweep/step1-rule_given-deepseek-v4-flash-20260614T165820Z,1.0,,,1,120,0.0,True,HOLD/DISCLOSE if passive morphology is learned; otherwise DROP.,,
passive_voice,passive_voice_deconfounded,deconfounded,openai,gpt-4.1,confirmation,results/deconfound-sweep/step1-confirmation-gpt-4.1-20260614T165115Z,0.91,0.8766666666666666,0.9433333333333334,3,300,0.0,True,HOLD/DISCLOSE if passive morphology is learned; otherwise DROP.,-0.08666666666666667,MODERATE_DROP
passive_voice,passive_voice_deconfounded,deconfounded,openai,gpt-4.1,full,results/deconfound-sweep/step1-full-gpt-4.1-20260614T164416Z,0.8888888888888888,0.8527777777777777,0.9222222222222222,3,360,0.0,True,HOLD/DISCLOSE if passive morphology is learned; otherwise DROP.,-0.09722222222222221,MODERATE_DROP
passive_voice,passive_voice_deconfounded,deconfounded,openai,gpt-4.1,rule_given,results/deconfound-sweep/step1-rule_given-gpt-4.1-20260614T165820Z,0.9916666666666667,,,1,120,0.0,True,HOLD/DISCLOSE if passive morphology is learned; otherwise DROP.,-0.008333333333333304,HOLD
passive_voice,passive_voice,original,openai,gpt-4.1,confirmation,results/step1-confirmation-gpt-4.1-20260611T003204Z,0.9966666666666667,0.9899999999999999,1.0,3,300,0.0,True,HOLD/DISCLOSE if passive morphology is learned; otherwise DROP.,,
passive_voice,passive_voice,original,openai,gpt-4.1,full,results/step1-full-gpt-4.1-20260611T000748Z,0.986111111111111,0.9722222222222223,0.9972222222222222,3,360,0.0,True,HOLD/DISCLOSE if passive morphology is learned; otherwise DROP.,,
passive_voice,passive_voice,original,openai,gpt-4.1,rule_given,results/step1-rule_given-gpt-4.1-20260611T002539Z,1.0,,,1,120,0.0,True,HOLD/DISCLOSE if passive morphology is learned; otherwise DROP.,,
passive_voice,passive_voice_deconfounded,deconfounded,openai,gpt-4.1-mini,confirmation,results/deconfound-sweep/step1-confirmation-gpt-4.1-mini-20260614T165115Z,0.8233333333333334,0.7566666666666667,0.8833333333333333,3,300,0.0,True,HOLD/DISCLOSE if passive morphology is learned; otherwise DROP.,-0.1166666666666667,MODERATE_DROP
passive_voice,passive_voice_deconfounded,deconfounded,openai,gpt-4.1-mini,full,results/deconfound-sweep/step1-full-gpt-4.1-mini-20260614T164416Z,0.8250000000000001,0.7666666666666666,0.8805555555555555,3,360,0.0,True,HOLD/DISCLOSE if passive morphology is learned; otherwise DROP.,-0.09166666666666656,MODERATE_DROP
passive_voice,passive_voice_deconfounded,deconfounded,openai,gpt-4.1-mini,rule_given,results/deconfound-sweep/step1-rule_given-gpt-4.1-mini-20260614T165819Z,0.95,,,1,120,0.0,True,HOLD/DISCLOSE if passive morphology is learned; otherwise DROP.,-0.04166666666666674,HOLD
passive_voice,passive_voice,original,openai,gpt-4.1-mini,confirmation,results/step1-confirmation-gpt-4.1-mini-20260611T003508Z,0.9400000000000001,0.91,0.9666666666666667,3,300,0.0,True,HOLD/DISCLOSE if passive morphology is learned; otherwise DROP.,,
passive_voice,passive_voice,original,openai,gpt-4.1-mini,full,results/step1-full-gpt-4.1-mini-20260611T001640Z,0.9166666666666666,0.8861111111111111,0.9444444444444445,3,360,0.0,True,HOLD/DISCLOSE if passive morphology is learned; otherwise DROP.,,
passive_voice,passive_voice,original,openai,gpt-4.1-mini,rule_given,results/step1-rule_given-gpt-4.1-mini-20260611T002808Z,0.9916666666666667,,,1,120,0.0,True,HOLD/DISCLOSE if passive morphology is learned; otherwise DROP.,,
positive_sentiment,positive_sentiment_deconfounded,deconfounded,open_weights,Qwen2.5-7B-Instruct,full,results/deconfound-sweep/qwen-step1-20260614T171204Z,0.9916666666666667,0.9757892964950321,0.9971619475644193,3,360,0.0,True,DROP likely if sentiment words were memorized; HOLD if polarity abstraction survives.,0.033333333333333326,HOLD
positive_sentiment,positive_sentiment,original,open_weights,Qwen2.5-7B-Instruct,full,results,0.9583333333333334,0.9323990572519006,0.9745893906001303,3,360,0.0,True,DROP likely if sentiment words were memorized; HOLD if polarity abstraction survives.,,
positive_sentiment,positive_sentiment_deconfounded,deconfounded,anthropic,claude-opus-4-8,full,results/cross_family/claude-deconfounded-step1-20260614T171204Z.jsonl,1.0,0.9894419431113063,0.9999999999999999,3,360,0.0,True,DROP likely if sentiment words were memorized; HOLD if polarity abstraction survives.,,
positive_sentiment,positive_sentiment_deconfounded,deconfounded,deepseek,deepseek-v4-flash,confirmation,results/deconfound-sweep/step1-confirmation-deepseek-v4-flash-20260614T165115Z,0.9166666666666666,0.8833333333333333,0.9466666666666667,3,300,0.0,True,DROP likely if sentiment words were memorized; HOLD if polarity abstraction survives.,,
positive_sentiment,positive_sentiment_deconfounded,deconfounded,deepseek,deepseek-v4-flash,full,results/deconfound-sweep/step1-full-deepseek-v4-flash-20260614T164416Z,0.9083333333333333,0.8694444444444445,0.9444444444444443,3,360,0.0,True,DROP likely if sentiment words were memorized; HOLD if polarity abstraction survives.,,
positive_sentiment,positive_sentiment_deconfounded,deconfounded,deepseek,deepseek-v4-flash,rule_given,results/deconfound-sweep/step1-rule_given-deepseek-v4-flash-20260614T165820Z,1.0,,,1,120,0.0,True,DROP likely if sentiment words were memorized; HOLD if polarity abstraction survives.,,
positive_sentiment,positive_sentiment_deconfounded,deconfounded,openai,gpt-4.1,confirmation,results/deconfound-sweep/step1-confirmation-gpt-4.1-20260614T165115Z,1.0,1.0,1.0,3,300,0.0,True,DROP likely if sentiment words were memorized; HOLD if polarity abstraction survives.,0.00666666666666671,HOLD
positive_sentiment,positive_sentiment_deconfounded,deconfounded,openai,gpt-4.1,full,results/deconfound-sweep/step1-full-gpt-4.1-20260614T164416Z,1.0,1.0,1.0,3,360,0.0,True,DROP likely if sentiment words were memorized; HOLD if polarity abstraction survives.,0.008333333333333304,HOLD
positive_sentiment,positive_sentiment_deconfounded,deconfounded,openai,gpt-4.1,rule_given,results/deconfound-sweep/step1-rule_given-gpt-4.1-20260614T165820Z,1.0,,,1,120,0.0,True,DROP likely if sentiment words were memorized; HOLD if polarity abstraction survives.,0.0,HOLD
positive_sentiment,positive_sentiment,original,openai,gpt-4.1,confirmation,results/step1-confirmation-gpt-4.1-20260611T003204Z,0.9933333333333333,0.98,1.0,3,300,0.0,True,DROP likely if sentiment words were memorized; HOLD if polarity abstraction survives.,,
positive_sentiment,positive_sentiment,original,openai,gpt-4.1,full,results/step1-full-gpt-4.1-20260611T000748Z,0.9916666666666667,0.975,1.0,3,360,0.0,True,DROP likely if sentiment words were memorized; HOLD if polarity abstraction survives.,,
positive_sentiment,positive_sentiment,original,openai,gpt-4.1,rule_given,results/step1-rule_given-gpt-4.1-20260611T002539Z,1.0,,,1,120,0.0,True,DROP likely if sentiment words were memorized; HOLD if polarity abstraction survives.,,
positive_sentiment,positive_sentiment_deconfounded,deconfounded,openai,gpt-4.1-mini,confirmation,results/deconfound-sweep/step1-confirmation-gpt-4.1-mini-20260614T165115Z,0.9966666666666667,0.9899999999999999,1.0,3,300,0.0,True,DROP likely if sentiment words were memorized; HOLD if polarity abstraction survives.,-0.0033333333333332993,HOLD
positive_sentiment,positive_sentiment_deconfounded,deconfounded,openai,gpt-4.1-mini,full,results/deconfound-sweep/step1-full-gpt-4.1-mini-20260614T164416Z,0.9888888888888889,0.9777777777777779,0.9972222222222222,3,360,0.0,True,DROP likely if sentiment words were memorized; HOLD if polarity abstraction survives.,-0.008333333333333304,HOLD
positive_sentiment,positive_sentiment_deconfounded,deconfounded,openai,gpt-4.1-mini,rule_given,results/deconfound-sweep/step1-rule_given-gpt-4.1-mini-20260614T165819Z,1.0,,,1,120,0.0,True,DROP likely if sentiment words were memorized; HOLD if polarity abstraction survives.,0.0,HOLD
positive_sentiment,positive_sentiment,original,openai,gpt-4.1-mini,confirmation,results/step1-confirmation-gpt-4.1-mini-20260611T003508Z,1.0,1.0,1.0,3,300,0.0,True,DROP likely if sentiment words were memorized; HOLD if polarity abstraction survives.,,
positive_sentiment,positive_sentiment,original,openai,gpt-4.1-mini,full,results/step1-full-gpt-4.1-mini-20260611T001640Z,0.9972222222222222,0.9916666666666667,1.0,3,360,0.0,True,DROP likely if sentiment words were memorized; HOLD if polarity abstraction survives.,,
positive_sentiment,positive_sentiment,original,openai,gpt-4.1-mini,rule_given,results/step1-rule_given-gpt-4.1-mini-20260611T002808Z,1.0,,,1,120,0.0,True,DROP likely if sentiment words were memorized; HOLD if polarity abstraction survives.,,
second_word_capitalized,second_word_capitalized_deconfounded,deconfounded,open_weights,Qwen2.5-7B-Instruct,full,results/deconfound-sweep/qwen-step1-20260614T171204Z,0.5055555555555555,0.4541238347887044,0.5568699645791991,3,360,0.0,True,DROP relative to original proper-token proxy.,-0.06944444444444453,MODERATE_DROP
second_word_capitalized,second_word_capitalized,original,open_weights,Qwen2.5-7B-Instruct,full,results,0.5750000000000001,0.5234070415587919,0.6250092499079039,3,360,0.0,True,DROP relative to original proper-token proxy.,,
second_word_capitalized,second_word_capitalized_deconfounded,deconfounded,anthropic,claude-opus-4-8,full,results/cross_family/claude-deconfounded-step1-20260614T171204Z.jsonl,0.9831460674157303,0.9637231765785775,0.9922533835637383,3,360,0.011111111111111112,True,DROP relative to original proper-token proxy.,-0.016853932584269704,HOLD
second_word_capitalized,second_word_capitalized,original,anthropic,claude-opus-4-8,full,results/figures/cross_family.json,1.0,0.9894419431113063,0.9999999999999999,3,360,0.0,True,DROP relative to original proper-token proxy.,,
second_word_capitalized,second_word_capitalized_deconfounded,deconfounded,deepseek,deepseek-v4-flash,confirmation,results/deconfound-sweep/step1-confirmation-deepseek-v4-flash-20260614T165115Z,0.59,0.53,0.6466666666666666,3,300,0.0,True,DROP relative to original proper-token proxy.,,
second_word_capitalized,second_word_capitalized_deconfounded,deconfounded,deepseek,deepseek-v4-flash,full,results/deconfound-sweep/step1-full-deepseek-v4-flash-20260614T164416Z,0.6111111111111112,0.5527777777777777,0.6694444444444446,3,360,0.0,True,DROP relative to original proper-token proxy.,,
second_word_capitalized,second_word_capitalized_deconfounded,deconfounded,deepseek,deepseek-v4-flash,rule_given,results/deconfound-sweep/step1-rule_given-deepseek-v4-flash-20260614T165820Z,0.925,,,1,120,0.0,True,DROP relative to original proper-token proxy.,,
second_word_capitalized,second_word_capitalized_deconfounded,deconfounded,openai,gpt-4.1,confirmation,results/deconfound-sweep/step1-confirmation-gpt-4.1-20260614T165115Z,0.5866666666666667,0.5366666666666666,0.6366666666666667,3,300,0.0,True,DROP relative to original proper-token proxy.,-0.38,DROP
second_word_capitalized,second_word_capitalized_deconfounded,deconfounded,openai,gpt-4.1,full,results/deconfound-sweep/step1-full-gpt-4.1-20260614T164416Z,0.5611111111111111,0.5111111111111111,0.6111111111111112,3,360,0.0,True,DROP relative to original proper-token proxy.,-0.4111111111111111,DROP
second_word_capitalized,second_word_capitalized_deconfounded,deconfounded,openai,gpt-4.1,rule_given,results/deconfound-sweep/step1-rule_given-gpt-4.1-20260614T165820Z,0.9416666666666667,,,1,120,0.0,True,DROP relative to original proper-token proxy.,0.125,GAIN
second_word_capitalized,second_word_capitalized,original,openai,gpt-4.1,confirmation,results/step1-confirmation-gpt-4.1-20260611T003204Z,0.9666666666666667,0.9433333333333334,0.9866666666666667,3,300,0.0,True,DROP relative to original proper-token proxy.,,
second_word_capitalized,second_word_capitalized,original,openai,gpt-4.1,full,results/step1-full-gpt-4.1-20260611T000748Z,0.9722222222222222,0.9555555555555556,0.9861111111111112,3,360,0.0,True,DROP relative to original proper-token proxy.,,
second_word_capitalized,second_word_capitalized,original,openai,gpt-4.1,rule_given,results/step1-rule_given-gpt-4.1-20260611T002539Z,0.8166666666666667,,,1,120,0.0,True,DROP relative to original proper-token proxy.,,
second_word_capitalized,second_word_capitalized_deconfounded,deconfounded,openai,gpt-4.1-mini,confirmation,results/deconfound-sweep/step1-confirmation-gpt-4.1-mini-20260614T165115Z,0.59,0.5333333333333333,0.6466666666666666,3,300,0.0,True,DROP relative to original proper-token proxy.,-0.2266666666666668,DROP
second_word_capitalized,second_word_capitalized_deconfounded,deconfounded,openai,gpt-4.1-mini,full,results/deconfound-sweep/step1-full-gpt-4.1-mini-20260614T164416Z,0.5694444444444445,0.5166666666666666,0.6222222222222222,3,360,0.0,True,DROP relative to original proper-token proxy.,-0.2416666666666667,DROP
second_word_capitalized,second_word_capitalized_deconfounded,deconfounded,openai,gpt-4.1-mini,rule_given,results/deconfound-sweep/step1-rule_given-gpt-4.1-mini-20260614T165819Z,0.9833333333333333,,,1,120,0.0,True,DROP relative to original proper-token proxy.,0.19999999999999996,GAIN
second_word_capitalized,second_word_capitalized,original,openai,gpt-4.1-mini,confirmation,results/step1-confirmation-gpt-4.1-mini-20260611T003508Z,0.8166666666666668,0.7733333333333334,0.86,3,300,0.0,True,DROP relative to original proper-token proxy.,,
second_word_capitalized,second_word_capitalized,original,openai,gpt-4.1-mini,full,results/step1-full-gpt-4.1-mini-20260611T001640Z,0.8111111111111112,0.7749999999999999,0.8472222222222223,3,360,0.0,True,DROP relative to original proper-token proxy.,,
second_word_capitalized,second_word_capitalized,original,openai,gpt-4.1-mini,rule_given,results/step1-rule_given-gpt-4.1-mini-20260611T002808Z,0.7833333333333333,,,1,120,0.0,True,DROP relative to original proper-token proxy.,,
starts_with_vowel,starts_with_vowel_deconfounded,deconfounded,open_weights,Qwen2.5-7B-Instruct,full,results/deconfound-sweep/qwen-step1-20260614T171204Z,0.47500000000000003,0.42395133009986397,0.5265765727445707,3,360,0.0,True,HOLD if character rule is learned; intrinsic first-letter residual disclosed.,,
